SchoolName,Location_Code,District,Zip,Economic_Need_Index,School_Income_Estimate,Minorities,Black_or_Hispanic,Percent Hispanic,White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction,Collaborative_Teachers,Supportive_Environment,Effective_School_Leadership,Strong_Family-Community_Ties,Trust,Average_ELA_Proficiency,Average_Math_Proficiency,ELAPassRate,ELApass,ELAWhiteRate,MathTesters,Mathpass,Mathpassrate,MathWhitePass,ELA_limited_pass,ELA_eco_pass,Math_limited_pass,Math_eco_pass,Latitude,Longitude
THE_ANDERSON_SCHOOL,3M334,3,124,0.134,8926.73,0.47,0.13,0.09,0.53,0.98,0.1,0.9,0.9,0.92,0.87,0.93,0.92,3.93,4.15,0.69,267,0.517,326,278,0.853,0.59,,0.82,,0.36,40.781081,-73.978085
WADLEIGH_SECONDARY_SCHOOL_FOR_THE_PERFORMING_&_VISUAL_ARTS,3M415,3,126,0.791,,0.99,0.96,0.44,0.1,0.93,0.23,0.86,0.77,0.82,0.71,0.77,0.82,2.4,1.99,,,,35,,,,,,,,40.802284,-73.95408
WEST_PREP_ACADEMY,3M421,3,125,0.767,,0.95,0.91,0.39,0.5,0.92,0.25,0.9,0.97,0.83,0.94,0.86,0.94,2.31,2.45,0.12,2,,161,6,0.37,0.167,,0.5,,0.333,40.79909,-73.965359
P.S._452,3M452,3,124,0.162,12963.37,0.36,0.21,0.13,0.64,0.96,0.9,0.97,0.98,0.99,0.96,0.94,0.97,3.28,3.37,0.326,45,0.622,138,7,0.57,0.714,,0.22,,0.14,40.781081,-73.978085
SPECIAL_MUSIC_SCHOOL,3M859,3,123,0.253,76791.47,0.57,0.28,0.14,0.43,0.96,0.7,0.96,0.97,0.91,0.95,0.91,0.95,3.67,3.85,0.643,54,0.47,56,33,0.589,0.545,,,,,40.775221,-73.982997
FREDERICK_DOUGLASS_ACADEMY_II_SECONDARY_SCHOOL,3M86,3,126,0.786,,0.99,0.95,0.27,0.1,0.88,0.34,0.76,0.76,0.81,0.72,0.76,0.84,2.32,2.22,,,,6,2,0.33,,,,,,40.802284,-73.95408
MOTT_HALL_II,3M862,3,125,0.477,,0.74,0.63,0.37,0.26,0.96,0.8,0.83,0.95,0.89,0.93,0.84,0.95,3.11,3.23,0.234,75,0.373,268,64,0.239,0.344,,0.387,,0.375,40.802678,-73.96595
P.S._7_SAMUEL_STERN,4M7,4,135,0.899,24553.59,0.96,0.92,0.62,0.4,0.9,0.34,0.9,0.86,0.83,0.82,0.84,0.87,2.43,2.52,0.54,11,,199,1,0.5,,,0.636,,0.2,40.800631,-73.939323
TAG_YOUNG_SCHOLARS,4M12,4,129,0.435,48431.58,0.85,0.44,0.19,0.15,0.97,0.5,0.92,0.92,0.91,0.86,0.87,0.9,3.64,3.89,0.628,236,0.34,326,242,0.742,0.33,,0.538,,0.393,40.79259,-73.942119
RIVER_EAST_ELEMENTARY,4M37,4,135,0.779,2831.81,0.98,0.96,0.51,0.2,0.92,0.28,0.9,0.88,0.92,0.74,0.86,0.93,2.5,2.44,0.6,5,,83,1,0.12,,,0.6,,,40.796906,-73.929978
P.S._38_ROBERTO_CLEMENTE,4M38,4,129,0.915,34567.95,0.98,0.91,0.61,0.2,0.88,0.5,0.87,0.77,0.76,0.68,0.82,0.82,2.14,2.12,0.2,2,,13,2,0.19,,,0.5,,1,40.788684,-73.944766
P.S._5_VITO_MARCANTONIO,4M5,4,129,0.89,3295.44,1,0.98,0.53,,0.87,0.49,0.87,0.74,0.89,0.67,0.79,0.84,2.1,2.7,0.18,3,,166,2,0.12,,,0.667,,0.5,40.785868,-73.940587
JAMES_WELDON_JOHNSON,4M57,4,129,0.885,2695.7,0.98,0.93,0.67,0.2,0.92,0.28,0.92,0.85,0.85,0.81,0.82,0.91,2.46,2.57,0.69,37,,533,34,0.64,,0.27,0.892,,0.941,40.797156,-73.941285
THE_LEXINGTON_ACADEMY,4M72,4,129,0.866,33728.15,0.97,0.95,0.83,0.3,0.92,0.3,0.9,0.9,0.94,0.82,0.87,0.92,2.32,2.4,0.24,8,,329,18,0.55,,,0.25,0.56,0.389,40.791451,-73.947448
P.S._83_LUIS_MUNOZ_RIVERA,4M83,4,129,0.772,31874.34,0.97,0.84,0.64,0.3,0.93,0.25,0.88,0.9,0.9,0.85,0.87,0.98,2.76,2.8,0.135,26,,195,43,0.221,0.47,,0.654,0.23,0.837,40.79313,-73.941812
P.S._96_JOSEPH_LANZETTA,4M96,4,135,0.92,25392.85,0.97,0.94,0.68,0.3,0.91,0.37,0.88,0.85,0.89,0.77,0.77,0.88,2.17,2.3,0.21,6,,287,3,0.1,,,0.333,,,40.799987,-73.937388
P.S._12_JACQUES_CARTIER,4M12,4,129,0.833,2959.37,0.96,0.85,0.55,0.4,0.91,0.35,0.86,0.78,0.84,0.68,0.87,0.88,2.32,2.39,0.91,11,,122,15,0.123,,,0.727,,0.867,40.79495,-73.938295
P.S._18_ASSEMBLYMAN_ANGELO_DEL_TORO_EDUCATIONAL_COMPLEX,4M18,4,129,0.843,27911.28,0.99,0.92,0.64,0.1,0.91,0.34,0.87,0.8,0.86,0.67,0.83,0.86,2.29,2.31,0.38,15,,393,17,0.43,,,0.667,0.59,0.76,40.795035,-73.947872
P.S._146_ANN_M._SHORT,4M146,4,129,0.93,29414.74,0.98,0.94,0.68,0.2,0.92,0.29,0.77,0.71,0.8,0.65,0.9,0.84,2.14,2.19,,,,142,6,0.42,,,,0.167,0.667,40.7897,-73.939094
P.S._155_WILLIAM_PACA,4M155,4,135,0.92,27577.94,1,0.97,0.87,,0.93,0.25,0.84,0.79,0.91,0.74,0.85,0.79,2.16,2.17,0.38,5,,134,9,0.67,,,1,0.111,0.889,40.797495,-73.936193
P.S._171_PATRICK_HENRY,4M171,4,129,0.751,3178.32,0.96,0.89,0.63,0.4,0.94,0.19,0.92,0.83,0.95,0.71,0.87,0.89,2.85,3.8,0.19,88,,461,146,0.317,,,0.511,,0.562,40.792304,-73.951449
THE_BILINGUAL_BICULTURAL_SCHOOL,4M182,4,129,0.859,31668.33,1,0.99,0.91,,0.94,0.18,0.93,0.85,0.91,0.6,0.84,0.8,2.37,2.71,0.33,5,,162,14,0.86,,,,0.71,,40.79313,-73.941812
P.S._26_JOSE_CELSO_BARBOSA,4M26,4,135,0.817,27376.45,0.94,0.87,0.61,0.6,0.93,0.25,0.83,0.85,0.85,0.8,0.82,0.91,2.36,2.54,0.55,23,,44,33,0.82,0.91,,0.69,0.91,0.788,40.796906,-73.929978
M.S._224_MANHATTAN_EAST_SCHOOL_FOR_ARTS_&_ACADEMICS,4M224,4,129,0.78,,0.93,0.87,0.51,0.7,0.93,0.23,0.88,0.88,0.86,0.8,0.79,0.88,2.64,2.7,0.75,11,,89,1,0.112,,,0.545,,0.6,40.785027,-73.942008
ESPERANZA_PREPARATORY_ACADEMY,4M372,4,129,0.836,,0.98,0.97,0.82,0.2,0.91,0.35,0.87,0.77,0.84,0.72,0.77,0.85,2.19,2.8,0.24,5,,228,1,0.4,,,1,,1,40.79259,-73.942119
MOSAIC_PREPARATORY_ACADEMY,4M375,4,129,0.917,29237.2,0.99,0.91,0.5,0.1,0.92,0.27,0.89,0.86,0.89,0.75,0.86,0.86,2.23,2.25,0.17,2,,116,7,0.6,,,0.5,,0.714,40.796046,-73.944549
RENAISSANCE_SCHOOL_OF_THE_ARTS,4M377,4,135,0.865,,0.99,0.98,0.53,0.1,0.9,0.32,0.89,0.93,0.88,0.89,0.9,0.95,2.32,2.15,0.27,4,,138,,,,,0.75,,,40.797495,-73.936193
GLOBAL_TECHNOLOGY_PREPARATORY,4M46,4,135,0.85,,0.99,0.97,0.56,0.1,0.95,0.15,0.89,0.99,0.88,0.96,0.81,0.94,2.27,2.36,0.38,5,,131,8,0.61,,,0.6,0.125,0.375,40.800631,-73.939323
CENTRAL_PARK_EAST_I,4M497,4,129,0.383,47895.96,0.72,0.49,0.29,0.28,0.95,0.14,1,0.97,0.98,0.95,0.96,0.94,2.67,2.58,,,,18,,,,,,,,40.793747,-73.948572
YOUNG_WOMEN'S_LEADERSHIP_SCHOOL,4M61,4,129,0.722,,0.96,0.85,0.6,0.4,0.95,0.16,0.9,0.97,0.87,0.92,0.72,0.94,2.69,2.54,0.137,18,,131,9,0.69,,,0.667,,0.444,40.792935,-73.947168
ISAAC_NEWTON_MIDDLE_SCHOOL_FOR_MATH_&_SCIENCE,4M825,4,129,0.842,,0.99,0.94,0.64,0.1,0.93,0.23,0.84,0.87,0.85,0.84,0.8,0.92,2.24,2.15,0.43,9,,214,6,0.28,,,0.556,,0.167,40.794167,-73.932694
CENTRAL_PARK_EAST_II,4M964,4,129,0.46,42839.62,0.75,0.6,0.31,0.25,0.93,0.18,0.95,0.98,0.97,0.98,0.94,0.97,2.96,3.8,0.135,15,0.267,112,22,0.196,0.273,,0.2,,0.91,40.792304,-73.951449
P.S._3_HERNANDEZ/HUGHES,5M3,5,135,0.896,26581.16,0.97,0.94,0.47,0.3,0.89,0.4,0.94,0.91,0.92,0.83,0.88,0.92,2.27,2.18,0.33,4,,125,3,0.24,,,,0.333,0.333,40.805584,-73.935484
P.S._36_MARGARET_DOUGLAS,5M36,5,127,0.839,35932.5,0.99,0.97,0.51,0.1,0.9,0.44,0.9,0.81,0.83,0.72,0.82,0.87,2.19,2.3,0.19,3,,157,7,0.45,,,0.333,,0.714,40.810705,-73.957404
P.S._46_ARTHUR_TAPPAN,5M46,5,139,0.93,2335.78,0.99,0.97,0.48,0.1,0.9,0.39,0.91,0.89,0.85,0.81,0.8,0.9,2.19,2.19,0.31,13,,426,5,0.12,,,0.615,,0.8,40.831496,-73.936154
P.S._92_MARY_MCLEOD_BETHUNE,5M92,5,13,0.897,32865.4,0.97,0.95,0.34,0.3,0.9,0.37,0.87,0.88,0.91,0.78,0.86,0.9,2.2,2.22,0.32,4,,126,5,0.4,,,,,,40.814949,-73.945808
P.S._123_MAHALIA_JACKSON,5M123,5,13,0.835,34752.53,0.96,0.93,0.41,0.4,0.88,0.49,0.83,0.72,0.84,0.65,0.82,0.81,2.11,2,0.26,8,,317,2,0.6,,,0.375,,,40.820192,-73.944457
P.S._125_RALPH_BUNCHE,5M125,5,127,0.85,35891.53,0.93,0.85,0.42,0.7,0.91,0.38,0.83,0.9,0.96,0.92,0.89,0.95,2.81,3.12,0.22,1,,47,8,0.17,,,,,,40.81064,-73.955847
P.S._129_JOHN_H._FINLEY,5M129,5,127,0.854,3177.89,0.99,0.93,0.51,0.1,0.92,0.33,0.9,0.91,0.82,0.76,0.81,0.89,2.38,2.29,0.66,18,,285,15,0.53,,,0.389,,0.467,40.814981,-73.952121
P.S._133_FRED_R_MOORE,5M133,5,137,0.875,33344.3,0.95,0.89,0.37,0.5,0.91,0.34,0.84,0.73,0.76,0.47,0.76,0.77,2.21,2.19,,,,93,3,0.32,,,,,,40.809663,-73.939148
EAGLE_ACADEMY_FOR_YOUNG_MEN_OF_HARLEM,5M148,5,13,0.747,,0.99,0.98,0.24,0.1,0.88,0.47,0.92,0.91,0.83,0.91,0.82,0.9,2.26,2.2,0.31,5,,135,,,,,0.6,,,40.817282,-73.947238
P.S._154_HARRIET_TUBMAN,5M154,5,127,0.899,28358.99,0.96,0.9,0.36,0.4,0.92,0.31,0.91,0.87,0.93,0.79,0.82,0.85,2.15,2.16,0.38,4,,18,2,0.19,,,0.5,,,40.810555,-73.948862
P.S._161_PEDRO_ALBIZU_CAMPOS,5M161,5,127,0.875,29854.2,0.99,0.95,0.77,0.1,0.91,0.35,0.89,0.89,0.85,0.79,0.86,0.9,2.28,2.38,0.33,19,,595,37,0.62,,,0.789,0.81,0.649,40.817721,-73.952459
P.S._175_HENRY_H_GARNET,5M175,5,13,0.893,34273.8,0.96,0.93,0.3,0.4,0.91,0.39,0.93,0.92,0.91,0.78,0.84,0.87,2.14,2.26,0.38,6,,165,14,0.85,,,0.333,0.357,0.214,40.814259,-73.942662
P.S._194_COUNTEE_CULLEN,5M194,5,13,0.898,3519.96,0.97,0.92,0.4,0.3,0.9,0.47,0.91,0.73,0.94,0.49,0.87,0.67,2,2.2,0.11,1,,89,3,0.34,,,1,,,40.821182,-73.940665
P.S._197_JOHN_B._RUSSWURM,5M197,5,137,0.874,34797.1,0.97,0.95,0.33,0.3,0.88,0.47,0.94,0.92,0.92,0.92,0.92,0.95,2.21,2.27,0.33,4,,125,5,0.4,,,0.75,,0.8,40.813298,-73.937828
P.S._2-_THE_JAMES_MCCUNE_SMITH_SCHOOL,5M2,5,139,0.892,3461.48,0.98,0.94,0.4,0.2,0.88,0.46,0.83,0.88,0.89,0.81,0.85,0.92,2.12,2.13,,,,213,5,0.23,,,,,0.8,40.823955,-73.935802
URBAN_ASSEMBLY_ACADEMY_FOR_FUTURE_LEADERS,5M286,5,127,0.817,,0.99,0.98,0.39,0.1,0.87,0.42,0.92,0.86,0.9,0.76,0.78,0.86,2.12,1.92,0.22,3,,137,,,,,,,,40.815745,-73.9556
KAPPA_IV,5M32,5,13,0.852,,0.99,0.92,0.39,0.1,0.9,0.35,0.77,0.81,0.81,0.69,0.83,0.84,2.16,1.89,,,,143,,,,,,,,40.817282,-73.947238
THURGOOD_MARSHALL_ACADEMY_LOWER_SCHOOL,5M318,5,127,0.783,33466.58,0.99,0.93,0.14,0.1,0.91,0.31,0.97,0.91,0.89,0.84,0.93,0.92,2.59,2.58,0.116,13,,112,18,0.161,,,0.538,,0.556,40.825964,-73.937942
COLUMBIA_SECONDARY_SCHOOL,5M362,5,127,0.57,,0.8,0.65,0.44,0.2,0.98,0.1,0.87,0.92,0.88,0.9,0.84,0.93,3.47,3.73,0.488,126,0.286,176,126,0.716,0.246,,0.437,,0.389,40.81064,-73.955847
FREDERICK_DOUGLASS_ACADEMY,5M499,5,139,0.78,,0.98,0.94,0.23,0.2,0.93,0.22,0.89,0.86,0.79,0.75,0.78,0.85,2.41,2.24,0.27,7,,258,5,0.19,,,0.714,,1,40.824398,-73.936545
NEW_DESIGN_MIDDLE_SCHOOL,5M514,5,131,0.881,,0.97,0.95,0.43,0.3,0.91,0.27,0.83,0.79,0.81,0.75,0.78,0.87,2.8,1.94,0.25,5,,197,2,0.1,,,,,,40.819764,-73.95724
TEACHERS_COLLEGE_COMMUNITY_SCHOOL,5M517,5,127,0.536,42375.71,0.8,0.67,0.28,0.2,0.95,0.12,0.98,0.99,0.99,0.97,0.94,0.99,,,0.23,2,,87,7,0.8,0.286,,0.5,,0.429,40.812517,-73.95354
THURGOOD_MARSHALL_ACADEMY_FOR_LEARNING_AND_SOCIAL_CHANGE,5M67,5,13,0.732,,1,0.97,0.23,,0.96,0.5,0.79,0.9,0.79,0.82,0.74,0.91,2.47,2.27,0.38,6,,159,1,0.6,,,1,,1,40.815297,-73.944304
P.S._4_DUKE_ELLINGTON,6M4,6,132,0.844,34684.21,1,0.98,0.91,,0.92,0.33,0.91,0.84,0.87,0.74,0.82,0.88,2.24,2.33,0.39,11,,32,2,0.66,,,0.636,0.5,0.75,40.834847,-73.941204
P.S._5_ELLEN_LURIE,6M5,6,134,0.851,29783.6,1,0.98,0.92,,0.93,0.26,0.89,0.86,0.9,0.68,0.86,0.89,2.11,2.28,0.32,8,,259,17,0.66,,,0.625,0.59,0.765,40.85892,-73.922428
P.S._8_LUIS_BELLIARD,6M8,6,132,0.841,33529.45,0.99,0.99,0.96,0.1,0.93,0.2,0.91,0.86,0.85,0.82,0.89,0.91,2.25,2.34,0.13,3,,245,6,0.24,,,0.333,,0.167,40.839384,-73.936783
P.S._18_PARK_TERRACE,6M18,6,134,0.823,446.21,0.98,0.98,0.97,0.2,0.93,0.23,0.92,0.87,0.86,0.79,0.85,0.9,2.1,2.36,0.34,8,,244,2,0.82,,,0.75,0.15,0.9,40.871646,-73.911618
P.S._28_WRIGHT_BROTHERS,6M28,6,132,0.91,3715.4,0.96,0.95,0.84,0.4,0.94,0.2,0.96,0.96,0.96,0.87,0.85,0.95,2.32,2.64,0.23,7,,318,39,0.123,,,0.571,0.13,0.692,40.831655,-73.942079
P.S._48_P.O._MICHAEL_J._BUCZEK,6M48,6,133,0.81,45688.6,0.98,0.97,0.96,0.2,0.94,0.16,0.86,0.88,0.89,0.83,0.84,0.94,2.26,2.41,0.22,6,,275,11,0.4,,,0.667,,0.636,40.853324,-73.933497
J.H.S._52_INWOOD,6M52,6,134,0.824,,0.98,0.97,0.93,0.2,0.93,0.23,0.85,0.91,0.83,0.85,0.91,0.9,2.3,2.22,0.45,17,,397,5,0.13,,0.59,0.941,0.2,1,40.865914,-73.925157
P.S._98_SHORAC_KAPPOCK,6M98,6,134,0.856,4151.7,0.97,0.96,0.94,0.3,0.93,0.26,0.85,0.74,0.87,0.69,0.86,0.84,2.15,2.3,0.17,4,,245,6,0.24,,,0.5,,0.667,40.867823,-73.917818
P.S._115_ALEXANDER_HUMBOLDT,6M115,6,133,0.882,3569.26,0.98,0.97,0.96,0.2,0.92,0.27,0.93,0.88,0.94,0.72,0.84,0.89,2.13,2.35,0.21,5,,243,7,0.29,,,,0.143,,40.846134,-73.935144
P.S._128_AUDUBON,6M128,6,132,0.817,34767.56,0.99,0.98,0.95,0.1,0.91,0.29,0.92,0.93,0.94,0.89,0.89,0.94,2.2,2.39,0.47,11,,246,27,0.11,,,,0.296,,40.841047,-73.938751
P.S._132_JUAN_PABLO_DUARTE,6M132,6,133,0.857,3521.9,0.99,0.99,0.98,0.1,0.95,0.14,0.87,0.8,0.9,0.72,0.85,0.84,2.22,2.25,0.3,8,,277,11,0.4,,,0.875,,0.99,40.850543,-73.933933
J.H.S._143_ELEANOR_ROOSEVELT,6M143,6,133,0.849,,0.97,0.97,0.96,0.3,0.91,0.24,0.82,0.83,0.81,0.78,0.76,0.86,2.12,2.6,0.4,12,,326,4,0.12,,,0.667,,0.25,40.849099,-73.931106
P.S._152_DYCKMAN_VALLEY,6M152,6,14,0.869,3943.45,0.99,0.98,0.96,0.1,0.94,0.22,0.91,0.87,0.89,0.79,0.84,0.88,2.25,2.46,0.39,1,,263,19,0.72,,,,,,40.860052,-73.927601
P.S._153_ADAM_CLAYTON_POWELL,6M153,6,131,0.834,3712.7,0.97,0.94,0.74,0.3,0.93,0.26,0.96,0.86,0.95,0.82,0.87,0.86,2.34,2.54,0.125,39,,318,46,0.145,,0.26,0.769,0.43,0.761,40.826477,-73.947458
P.S._173,6M173,6,133,0.75,391.66,0.97,0.94,0.92,0.3,0.93,0.24,0.9,0.76,0.87,0.64,0.77,0.8,2.36,2.67,0.51,13,,271,16,0.59,,,1,0.125,0.75,40.84562,-73.939738
PROFESSOR_JUAN_BOSCH_PUBLIC_SCHOOL,6M178,6,14,0.721,46192.82,0.88,0.86,0.84,0.12,0.95,0.11,0.96,0.97,0.95,0.92,0.92,0.99,2.69,2.86,0.56,8,,142,23,0.162,,,0.375,,0.652,40.859317,-73.928232
P.S./I.S._187_HUDSON_CLIFFS,6M187,6,14,0.46,68615.55,0.66,0.61,0.58,0.34,0.95,0.11,0.91,0.91,0.88,0.82,0.9,0.89,2.84,2.98,0.2,12,0.52,489,117,0.239,0.496,,0.225,0.26,0.231,40.856137,-73.937295
P.S._189,6M189,6,14,0.872,36511.2,0.98,0.97,0.96,0.2,0.94,0.18,0.9,0.86,0.91,0.8,0.85,0.89,2.3,2.48,0.43,19,,456,29,0.64,,,0.789,,0.759,40.853091,-73.927999
P.S._192_JACOB_H._SCHIFF,6M192,6,131,0.829,4156.33,0.99,0.98,0.92,0.1,0.92,0.26,0.92,0.83,0.93,0.69,0.88,0.82,2.2,2.35,0.16,2,,13,5,0.38,,,,0.2,0.4,40.820988,-73.952995
HAMILTON_GRANGE_MIDDLE_SCHOOL,6M29,6,131,0.786,,0.97,0.96,0.85,0.3,0.96,0.1,0.73,0.78,0.79,0.7,0.79,0.85,2.9,2.31,0.34,5,,151,1,0.66,,,0.6,0.1,0.9,40.820988,-73.952995
P.S./I.S._21_-_TWENTY-FIRST_CENTURY_ACADEMY_FOR_COMMUNITY_LEADERSHIP,6M21,6,131,0.8,36575.2,1,0.99,0.96,,0.95,0.12,0.94,0.92,0.91,0.83,0.86,0.91,2.46,2.62,0.5,13,,265,23,0.87,,0.77,,0.13,0.43,40.830009,-73.944648
I.S._218_SALOME_URENA,6M218,6,14,0.84,,0.97,0.96,0.93,0.3,0.92,0.24,0.91,0.81,0.9,0.75,0.84,0.89,2.9,2.9,0.26,5,,225,,,,,0.2,,,40.86082,-73.930066
THE_MOTT_HALL_SCHOOL,6M223,6,127,0.724,,0.96,0.93,0.84,0.4,0.94,0.16,0.92,0.88,0.87,0.8,0.73,0.9,3.1,3.12,0.233,62,0.48,178,43,0.242,,,0.79,,0.767,40.816172,-73.952104
PAULA_HEDBAVNY_SCHOOL,6M278,6,134,0.64,5767.71,0.83,0.8,0.77,0.17,0.95,0.13,0.97,0.96,0.94,0.9,0.86,0.96,2.76,2.86,0.144,48,,319,64,0.21,,,0.458,,0.422,40.871567,-73.912337
CITY_COLLEGE_ACADEMY_OF_THE_ARTS,6M293,6,14,0.78,,0.98,0.97,0.92,0.2,0.95,0.1,0.85,0.79,0.88,0.67,0.71,0.84,2.78,3,0.159,4,,252,34,0.135,,,0.65,,0.765,40.86082,-73.930066
AMISTAD_DUAL_LANGUAGE_SCHOOL,6M311,6,134,0.713,4261.2,0.95,0.93,0.91,0.5,0.96,0.7,0.86,0.89,0.86,0.8,0.92,0.91,2.45,2.48,0.51,13,,254,17,0.67,,,0.538,0.59,0.353,40.866522,-73.923818
MUSCOTA,6M314,6,134,0.429,52781.49,0.58,0.49,0.46,0.42,0.95,0.7,0.99,0.96,0.97,0.95,0.96,0.96,2.98,3.4,0.244,21,0.48,86,23,0.267,0.87,,0.95,,0.34,40.866522,-73.923818
M.S._319_-_MARIA_TERESA,6M319,6,132,0.838,,0.99,0.98,0.93,0.1,0.94,0.18,0.94,0.92,0.92,0.88,0.88,0.93,2.22,2.29,0.61,26,,432,1,0.23,,,0.846,,0.9,40.839408,-73.935772
MIDDLE_SCHOOL_322,6M322,6,14,0.861,,0.99,0.98,0.95,0.1,0.93,0.23,0.8,0.83,0.86,0.73,0.9,0.89,2.13,2.22,0.33,9,,298,16,0.54,,0.111,1,0.125,0.938,40.86082,-73.930066
M.S._324_-_PATRIA_MIRABAL,6M324,6,132,0.779,,0.97,0.95,0.85,0.3,0.95,0.15,0.93,0.95,0.91,0.92,0.85,0.94,2.33,2.62,0.33,13,,376,23,0.61,,,0.692,0.43,0.87,40.839408,-73.935772
P.S._325,6M325,6,131,0.864,4828.12,0.96,0.96,0.91,0.4,0.93,0.27,0.88,0.88,0.93,0.78,0.83,0.91,2.14,2.19,0.18,2,,115,,,,,,,,40.820988,-73.952995
M.S._328_-_MANHATTAN_MIDDLE_SCHOOL_FOR_SCIENTIFIC_INQUIRY,6M328,6,132,0.834,,0.99,0.97,0.85,0.1,0.87,0.43,0.91,0.87,0.88,0.86,0.84,0.9,1.98,1.97,0.8,1,,133,,,,,1,,,40.836912,-73.937412
COMMUNITY_HEALTH_ACADEMY_OF_THE_HEIGHTS,6M346,6,133,0.85,,0.99,0.98,0.91,0.1,0.93,0.2,0.87,0.95,0.89,0.91,0.8,0.95,2.31,2.23,0.47,12,,259,11,0.42,,,0.333,,0.91,40.833487,-73.942446
WASHINGTON_HEIGHTS_EXPEDITIONARY_LEARNING_SCHOOL,6M348,6,133,0.84,,0.98,0.97,0.94,0.2,0.94,0.18,0.83,0.87,0.89,0.76,0.79,0.92,2.48,2.67,0.29,7,,241,11,0.46,,,0.714,,0.818,40.849099,-73.931106
HARBOR_HEIGHTS,6M349,6,133,0.878,,1,1,1,,0.97,0.3,0.85,0.93,0.89,0.88,0.85,0.94,1.81,2.3,,,,15,,,,,,,,40.84562,-73.939738
WASHINGTON_HEIGHTS_ACADEMY,6M366,6,134,0.777,36559.91,0.98,0.95,0.94,0.2,0.94,0.13,0.95,0.89,0.92,0.84,0.88,0.92,2.57,2.72,0.111,29,,261,37,0.142,,,0.552,0.54,0.541,40.865573,-73.921602
HAMILTON_HEIGHTS_SCHOOL,6M368,6,131,0.756,38325.28,0.85,0.77,0.58,0.15,0.92,0.27,0.95,0.93,0.85,0.88,0.93,0.92,2.22,2.38,0.37,2,,57,4,0.7,,,1,,0.25,40.826477,-73.947458
CASTLE_BRIDGE_SCHOOL,6M513,6,132,0.615,44717.99,0.79,0.75,0.64,0.21,0.95,0.1,0.95,0.99,0.96,0.97,0.94,0.97,,,,,,,,,,,,,,40.841047,-73.938751
I.S._528_BEA_FULLER_RODGERS_SCHOOL,6M528,6,133,0.867,,1,0.99,0.97,,0.95,0.14,0.82,0.82,0.91,0.78,0.85,0.91,2.24,2.19,0.12,2,,161,3,0.19,,,,,,40.850676,-73.934697
P.S._1_COURTLANDT_SCHOOL,7X1,7,1451,0.915,23144.32,0.98,0.97,0.74,0.2,0.92,0.33,0.9,0.89,0.9,0.78,0.83,0.91,2.19,2.23,0.1,3,,37,6,0.2,,,1,0.167,0.667,40.819101,-73.91941
P.S._5_PORT_MORRIS,7X5,7,1455,0.95,22754.7,0.99,0.98,0.71,0.1,0.91,0.36,0.9,0.87,0.81,0.79,0.82,0.85,2.15,2.11,0.18,8,,475,14,0.29,,0.125,0.25,0.71,,40.813613,-73.908429
P.S._18_JOHN_PETER_ZENGER,7X18,7,1451,0.914,22635.63,0.97,0.94,0.64,0.3,0.92,0.29,0.88,0.9,0.9,0.82,0.83,0.93,2.17,2.39,0.37,1,,281,18,0.64,,,0.7,,0.5,40.816249,-73.922585
P.S._25_BILINGUAL_SCHOOL,7X25,7,1455,0.863,26194.38,0.99,0.97,0.87,0.1,0.93,0.23,0.93,0.89,0.91,0.8,0.82,0.9,2.37,2.42,0.61,11,,192,2,0.14,,,0.818,0.5,0.5,40.812854,-73.905725
P.S./M.S._29_MELROSE_SCHOOL,7X29,7,1451,0.891,23911.23,0.99,0.96,0.67,0.1,0.91,0.35,0.9,0.91,0.92,0.81,0.84,0.93,2.12,2.12,0.14,7,,459,5,0.11,,,,,,40.821611,-73.916768
P.S._3_WILTON,7X3,7,1454,0.923,22281.39,0.98,0.96,0.75,0.2,0.9,0.4,0.87,0.9,0.91,0.84,0.9,0.91,2.9,2.15,0.4,1,,273,3,0.11,,,,,1,40.809065,-73.91752
P.S./M.S._31_THE_WILLIAM_LLOYD_GARRISON,7X31,7,1451,0.878,28918.55,0.99,0.96,0.69,0.1,0.9,0.39,0.86,0.86,0.85,0.79,0.81,0.89,2.9,2.4,0.27,11,,395,9,0.23,,,0.455,,0.111,40.822539,-73.921487
P.S._43_JONAS_BRONCK,7X43,7,1454,0.91,292.4,0.99,0.98,0.71,0.1,0.91,0.33,0.89,0.95,0.9,0.84,0.86,0.96,2.29,2.46,0.2,4,,26,17,0.83,,,,0.59,,40.806419,-73.921424
P.S._49_WILLIS_AVENUE,7X49,7,1454,0.924,22392.38,0.99,0.98,0.68,0.1,0.92,0.3,0.87,0.83,0.81,0.74,0.83,0.85,2.19,2.45,0.49,14,,287,37,0.129,,,,0.135,,40.810342,-73.922626
P.S._65_MOTHER_HALE_ACADEMY,7X65,7,1454,0.957,2257.91,0.99,0.96,0.64,0.1,0.89,0.48,0.92,0.88,0.88,0.82,0.84,0.91,2.6,2.12,0.18,3,,169,6,0.36,,,,,0.333,40.807731,-73.912768
J.H.S._151_LOU_GEHRIG,7X151,7,1451,0.89,,0.99,0.98,0.69,0.1,0.92,0.29,0.88,0.9,0.85,0.78,0.8,0.9,2.1,1.98,0.17,4,,25,2,0.8,,,,,,40.822539,-73.921487
